code,size,rooms,price,url,image_url,type,neighborhood,street,bedrooms,floor,interior,bathrooms,year_built,description,central_heating,yard
A11059,80 m²,3,400 €,https://www.novelestate.com/estate_view.html?id=A11059,https://novelestate.com/images/estate/20274/Luksuzen-stan-vo-Centar (7).jpeg,rent,Центар - Пролет,,2,2,Наместен,2,,"Се издава наместен стан во Скопје, Центар - Пролет со површина од 80 m2.
 Екстра: Клима, Греење на струја, Реновиран, Паркинг.
 Цена: 400 EUR",,
A13414,64 m²,3,350 €,https://www.novelestate.com/estate_view.html?id=A13414,https://novelestate.com/images/estate/24278/Luksuzno-opremeni-stanovi-vo-centar (5.jpeg,rent,Центар,,2,1,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 64 m2.
 Екстра: Клима, Сопствено парно, Лифт.
 Цена: 350 EUR",,
A12637,58 m²,2,220 €,https://www.novelestate.com/estate_view.html?id=A12637,https://novelestate.com/images/estate/23033/20190917_170350.jpg,rent,Центар,,1,2,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 58 m2.
 Екстра: Клима, Централно Парно, Лифт, Паркинг.
 Цена: 220 EUR",Yes,
A13852,125 m²,,Please contact,https://www.novelestate.com/estate_view.html?id=A13852,https://novelestate.com/images/estate/25115/IMG-db83dd2cb4a3f3d0d513a092eba0724d-V.jpg,rent,Црниче,ул. Востаничка,,,,,,"Се издава  стан во Скопје, Црниче со површина од 125 m2.
 Екстра:
 Цена: 0 EUR",,
A13851,187 m²,4,Please contact,https://www.novelestate.com/estate_view.html?id=A13851,https://novelestate.com/images/estate/25114/239430170_2890590551255628_7798769841305212328_n.jpg,rent,Бардовци,ул.Рупа,3,4,Празен,1,,"Се издава празен стан во Скопје, Бардовци со површина од 187 m2.
 Екстра: Нова Зграда, Паркинг.
 Цена: 0 EUR",,
A13782,40 m²,2,250 €,https://www.novelestate.com/estate_view.html?id=A13782,https://novelestate.com/images/estate/25001/1.jpg,rent,Центар,,1,5,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 40 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 250 EUR",Yes,
A13833,100 m²,4,400 €,https://www.novelestate.com/estate_view.html?id=A13833,https://novelestate.com/images/estate/25088/Izavam-so-site-plateni-komunalii-400e (5).jpeg,rent,Водно,,3,1,Празен,2,,"Се издава празен стан во Скопје, Водно со површина од 100 m2.
 Екстра: Клима, Греење на струја.
 Цена: 400 EUR",,
A13059,40 m²,2,250 €,https://www.novelestate.com/estate_view.html?id=A13059,https://novelestate.com/images/estate/23766/Se-izdava-stan-nasproti-drzavna-bolnica.jpeg,rent,Капиштец,,1,,Празен,1,,"Се издава празен стан во Скопје, Капиштец со површина од 40 m2.
 Екстра:
 Цена: 250 EUR",,
A13813,150 m²,4,1500 €,https://www.novelestate.com/estate_view.html?id=A13813,https://novelestate.com/images/estate/25056/viber_image_2021-09-23_11-23-22-278.jpg,rent,Центар,,3,3,Наместен,2,,"Се издава наместен стан во Скопје, Центар со површина од 150 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда, Гаража.
 Цена: 1500 EUR",,
A1252,77 m²,3,350 €,https://www.novelestate.com/estate_view.html?id=A1252,https://novelestate.com/images/estate/2764/3.jpg,rent,Аеродром,,,високо приземје,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 77 m2.
 Екстра: Лифт, Централно Парно.
 Цена: 350 EUR",Yes,
A13753,70 m²,3,250 €,https://www.novelestate.com/estate_view.html?id=A13753,https://novelestate.com/images/estate/24949/4.jpg,rent,Ново Лисиче,,2,2,Наместен,1,,"Се издава наместен стан во Скопје, Ново Лисиче со површина од 70 m2.
 Екстра: Клима, Централно Парно, Лифт, Реновиран, Гаража.
 Цена: 250 EUR",Yes,
A1102,85 m²,3,250 €,https://www.novelestate.com/estate_view.html?id=A1102,https://novelestate.com/images/estate/2556/11.jpg,rent,Аеродром,,,5/5,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 85 m2.
 Екстра: Централно Парно.
 Цена: 250 EUR",Yes,
A13759,67 m²,3,300 €,https://www.novelestate.com/estate_view.html?id=A13759,https://novelestate.com/images/estate/24957/4050b9fa-e596-4731-845e-5c4e58b4a68f.jpg,rent,Центар,,2,3,Празен,1,,"Се издава празен стан во Скопје, Центар со површина од 67 m2.
 Екстра: Клима, Греење на струја.
 Цена: 300 EUR",,
A13526,75 m²,3,350 €,https://www.novelestate.com/estate_view.html?id=A13526,https://novelestate.com/images/estate/24463/Se-iznajmuva-nov-nevseluvan-stan (1).jpeg,rent,Центар,,2,5/7,Празен,2,,"Се издава празен стан во Скопје, Центар со површина од 75 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 350 EUR",Yes,
A12970,165 m²,5,1600 €,https://www.novelestate.com/estate_view.html?id=A12970,https://novelestate.com/images/estate/23627/Se-izdava-luksuzen-stan-blizu-germanska-amb (3).jpeg,rent,Козле,,4,,Наместен,4,,"Се издава наместен стан во Скопје, Козле со површина од 165 m2.
 Екстра: Клима, Сопствено парно.
 Цена: 1600 EUR",,
A5679,54 m²,2,220 €,https://www.novelestate.com/estate_view.html?id=A5679,https://novelestate.com/images/estate/10438/IZDAVAM-STAN-NA-TOP-LOKACIJA.jpeg,rent,Центар,,1,1/8,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 54 m2.
 Екстра: Централно Парно, Лифт, Реновиран.
 Цена: 220 EUR",Yes,
A13238,100 m²,3,600 €,https://www.novelestate.com/estate_view.html?id=A13238,https://novelestate.com/images/estate/24031/slika_7.jpeg,rent,Злокуќани,,2,1,Наместен,2,,"Се издава наместен стан во Скопје, Злокуќани со површина од 100 m2.
 Екстра: Клима, Сопствено парно, Нова Зграда, Паркинг, Базен, Аларм, Камера.
 Цена: 600 EUR",,да
A10846,77 m²,3,300 €,https://www.novelestate.com/estate_view.html?id=A10846,https://novelestate.com/images/estate/19876/1.jpg,rent,Црниче,,2,2,Наместен,1,,"Се издава наместен стан во Скопје, Црниче со површина од 77 m2.
 Екстра: Клима, Сопствено парно, Нова Зграда, Лифт.
 Цена: 300 EUR",,
A11023,78 m²,3,450 €,https://www.novelestate.com/estate_view.html?id=A11023,https://novelestate.com/images/estate/20187/3.jpg,rent,Центар,,2,4-5,Празен,2,2017,"Се издава празен стан во Скопје, Центар со површина од 78 m2.
 Екстра: Централно Парно, Лифт, Клима, Нова Зграда.
 Цена: 450 EUR",Yes,
A4283,45 m²,2,250 €,https://www.novelestate.com/estate_view.html?id=A4283,https://novelestate.com/images/estate/7934/IMG_0322a.jpg,rent,Кисела Вода,,1,3,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 45 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 250 EUR",Yes,
A13144,52 m²,2,250 €,https://www.novelestate.com/estate_view.html?id=A13144,https://novelestate.com/images/estate/23880/Se-izdava-stan-vo-Karposh-2 (4).jpeg,rent,Карпош 2,,1,2,Наместен,1,,"Се издава наместен стан во Скопје, Карпош 2 со површина од 52 m2.
 Екстра: Клима, Централно Парно.
 Цена: 250 EUR",Yes,
A13369,178 m²,5,1700 €,https://www.novelestate.com/estate_view.html?id=A13369,https://novelestate.com/images/estate/24211/Luksuzen-stan-od-178m2-vo-Centar.jpeg,rent,Центар,,4,7,Празен,2,,"Се издава празен стан во Скопје, Центар со површина од 178 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда.
 Цена: 1700 EUR",,
A0497,120 m²,3,350 €,https://www.novelestate.com/estate_view.html?id=A0497,https://novelestate.com/images/estate/1728/STANBENO-DELOVEN-PROSTOR-120m2.jpeg,rent,Кисела Вода,,,3/3,Празен,1,,"Се издава празен стан во Скопје, Кисела Вода со површина од 120 m2.
 Екстра: Централно Парно, Клима, Паркинг, Употребна дозвола, Кујнски елементи, Кујнски апарати.
 Цена: 350 EUR",Yes,
A6706,120 m²,4,300 €,https://www.novelestate.com/estate_view.html?id=A6706,https://novelestate.com/images/estate/12319/96aaf5e4f7714428a3fbc9121d107ea2.jpg,rent,Кисела Вода,,3,3,Празен,2,,"Се издава празен стан во Скопје, Кисела Вода со површина од 120 m2.
 Екстра: Клима, Централно Парно, Нова Зграда.
 Цена: 300 EUR",Yes,
A9040,52 m²,2,250 €,https://www.novelestate.com/estate_view.html?id=A9040,https://novelestate.com/images/estate/16653/5.jpg,rent,Дебар Маало,,1,2,Празен,1,,"Се издава празен стан во Скопје, Дебар Маало со површина од 52 m2.
 Екстра: Греење на струја, Клима.
 Цена: 250 EUR",,
A12495,74 m²,4,360 €,https://www.novelestate.com/estate_view.html?id=A12495,https://novelestate.com/images/estate/22789/Stan-od-74-m2-vo-Centar (6).jpeg,rent,Центар,,3,,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 74 m2.
 Екстра: Клима, Централно Парно, Лифт, Паркинг.
 Цена: 360 EUR",Yes,
A12587,72 m²,3,340 €,https://www.novelestate.com/estate_view.html?id=A12587,https://novelestate.com/images/estate/22945/Se-izdava-kompletno-namesten-stan-.jpeg,rent,Аеродром,,2,5,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 72 m2.
 Екстра: Студенти, Клима, Централно Парно, Лифт.
 Цена: 340 EUR",Yes,
A12389,68 m²,3,250 €,https://www.novelestate.com/estate_view.html?id=A12389,https://novelestate.com/images/estate/22578/Se-izdava-namesten-stan-68m2-vo-Aerodrom (9).jpeg,rent,Аеродром,,2,4,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 68 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 250 EUR",Yes,
A12899,142 m²,4,1000 €,https://www.novelestate.com/estate_view.html?id=A12899,https://novelestate.com/images/estate/23526/Se-iznajmuva-stan-od-142m2-vo-Karpos-.jpeg,rent,Бардовци,,3,3,Празен,3,,"Се издава празен стан во Скопје, Бардовци со површина од 142 m2.
 Екстра: Клима, Сопствено парно, Нова Зграда, Паркинг.
 Цена: 1000 EUR",,
A2381,100 m²,4,250 €,https://www.novelestate.com/estate_view.html?id=A2381,https://novelestate.com/images/estate/4812/Image042.jpg,rent,Аеродром,,3,4,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 100 m2.
 Екстра: Лифт, Централно Парно.
 Цена: 250 EUR",Yes,
A9831,85 m²,4,250 €,https://www.novelestate.com/estate_view.html?id=A9831,https://novelestate.com/images/estate/17996/Se-izdava-stan-na-Vodno-povolno.jpeg,rent,Водно,,3,2,Наместен,2,,"Се издава наместен стан во Скопје, Водно со површина од 85 m2.
 Екстра: Греење на струја, Паркинг.
 Цена: 250 EUR",,да
A13410,60 m²,2,250 €,https://www.novelestate.com/estate_view.html?id=A13410,https://novelestate.com/images/estate/24263/e53952bc-1183-4ba1-9ca1-0872263595db.jpg,rent,Кисела Вода,,1,4,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 60 m2.
 Екстра: Клима, Греење на струја, Лифт.
 Цена: 250 EUR",,
A10729,68 m²,3,220 €,https://www.novelestate.com/estate_view.html?id=A10729,https://novelestate.com/images/estate/19690/SE-IZNAJMUVA-TROSOBEN-STAN-VO-NOVO-LISICE.jpeg,rent,Ново Лисиче,,2,3/4,Наместен,1,,"Се издава наместен стан во Скопје, Ново Лисиче со површина од 68 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 220 EUR",Yes,
A13113,60 m²,3,200 €,https://www.novelestate.com/estate_view.html?id=A13113,https://novelestate.com/images/estate/23839/4.jpg,rent,Ново Лисиче,,2,3,Празен,1,,"Се издава празен стан во Скопје, Ново Лисиче со површина од 60 m2.
 Екстра: Централно Парно, Лифт, Нова Зграда.
 Цена: 200 EUR",Yes,
A10239,55 m²,3,250 €,https://www.novelestate.com/estate_view.html?id=A10239,https://novelestate.com/images/estate/18881/Izdavam-stan-vo-Kozle-.jpeg,rent,Козле,,2,1,Наместен,1,,"Се издава наместен стан во Скопје, Козле со површина од 55 m2.
 Екстра: Клима, Греење на струја, Нова Зграда, Паркинг.
 Цена: 250 EUR",,
A11590,76 m²,3,250 €,https://www.novelestate.com/estate_view.html?id=A11590,https://novelestate.com/images/estate/21237/Se-izdava-kompletno-namesten-stan (7).jpeg,rent,Аеродром,,2,5,Наместен,2,,"Се издава наместен стан во Скопје, Аеродром со површина од 76 m2.
 Екстра: Централно Парно, Лифт.
 Цена: 250 EUR",Yes,
A11007,33 m²,2,250 €,https://www.novelestate.com/estate_view.html?id=A11007,https://novelestate.com/images/estate/20164/3.jpg,rent,Аеродром,,1,4,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 33 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Гаража.
 Цена: 250 EUR",Yes,
A9871,61 m²,3,300 €,https://www.novelestate.com/estate_view.html?id=A9871,https://novelestate.com/images/estate/18063/Se-izdava-nov-stan-vo-Aerodrom.jpeg,rent,Аеродром,,2,5,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 61 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 300 EUR",Yes,
A1812,55 m²,2,200 €,https://www.novelestate.com/estate_view.html?id=A1812,https://novelestate.com/images/estate/3749/12fa0585-3609-4fbc-814a-f30e4acd2d1c.jpg,rent,Кисела Вода,,,пр,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 55 m2.
 Екстра: Греење на струја.
 Цена: 200 EUR",,
A0934,54 m²,2,220 €,https://www.novelestate.com/estate_view.html?id=A0934,https://novelestate.com/images/estate/2330/a0eaf90d-5b12-42c8-a7fb-3ca7274ceaea.jpg,rent,Карпош 3,,,1/4,Наместен,1,,"Се издава наместен стан во Скопје, Карпош 3 со површина од 54 m2.
 Екстра: Централно Парно.
 Цена: 220 EUR",Yes,
A3768,60 m²,2,300 €,https://www.novelestate.com/estate_view.html?id=A3768,https://novelestate.com/images/estate/6983/ImageHandler.jpg,rent,Центар,,1,1,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 60 m2.
 Екстра: Лифт, Реновиран, Централно Парно, Клима.
 Цена: 300 EUR",Yes,
A13133,70 m²,3,500 €,https://www.novelestate.com/estate_view.html?id=A13133,https://novelestate.com/images/estate/23868/117889062_1217281791939028_7095591845697538665_n.jpg,rent,Центар,,2,1,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 70 m2.
 Екстра: Клима, Централно Парно, Лифт, Паркинг.
 Цена: 500 EUR",Yes,
A12243,66 m²,3,250 €,https://www.novelestate.com/estate_view.html?id=A12243,"https://novelestate.com/images/estate/22329/viber image 2019-03-04 , 16.08.17.jpg",rent,Центар - Универзална Сала,,2,3,Празен,1,,"Се издава празен стан во Скопје, Центар - Универзална Сала со површина од 66 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Гаража.
 Цена: 250 EUR",Yes,
A13218,40 m²,2,200 €,https://www.novelestate.com/estate_view.html?id=A13218,https://novelestate.com/images/estate/24000/Se-izdava-stan-vo-Centar (2).jpeg,rent,Центар,,1,приземје,Празен,1,,"Се издава празен стан во Скопје, Центар со површина од 40 m2.
 Екстра:
 Цена: 200 EUR",,
A10382,50 m²,2,400 €,https://www.novelestate.com/estate_view.html?id=A10382,https://novelestate.com/images/estate/19124/10.jpg,rent,Капиштец,,1,1,Наместен,1,,"Се издава наместен стан во Скопје, Капиштец со површина од 50 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Гаража.
 Цена: 400 EUR",Yes,
A7086,220 m²,6,1000 €,https://www.novelestate.com/estate_view.html?id=A7086,https://novelestate.com/images/estate/13026/ImageHandler.jpg,rent,Центар,,4,5 и 6,Празен,3,,"Се издава празен стан во Скопје, Центар со површина од 220 m2.
 Екстра: Лифт, Паркинг, Клима, Централно Парно.
 Цена: 1000 EUR",Yes,
A13181,98 m²,3,550 €,https://www.novelestate.com/estate_view.html?id=A13181,https://novelestate.com/images/estate/23931/IMG-13e71c2a74e28892d22dacb493cff8b1-V.jpg,rent,Капиштец,,2,11/12,Наместен,2,,"Се издава наместен стан во Скопје, Капиштец со површина од 98 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 550 EUR",Yes,
A12432,137 m²,3,1250 €,https://www.novelestate.com/estate_view.html?id=A12432,https://novelestate.com/images/estate/22670/7.jpg,rent,Водно,,2,3,Наместен,2,,"Се издава наместен стан во Скопје, Водно со површина од 137 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда, Паркинг.
 Цена: 1250 EUR",,
A13158,140 m²,4,Please contact,https://www.novelestate.com/estate_view.html?id=A13158,https://novelestate.com/images/estate/23901/9.jpg,rent,Водно,,3,приземје,Наместен,2,,"Се издава наместен стан во Скопје, Водно со површина од 140 m2.
 Екстра: Клима, Сопствено парно, Нова Зграда.
 Цена: 0 EUR",,
A7525,108 m²,4,500 €,https://www.novelestate.com/estate_view.html?id=A7525,https://novelestate.com/images/estate/13712/ImageHandler (4).jpg,rent,Црниче,,3,2,Наместен,2,,"Се издава наместен стан во Скопје, Црниче со површина од 108 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда, Паркинг.
 Цена: 500 EUR",,
A13151,62 m²,3,250 €,https://www.novelestate.com/estate_view.html?id=A13151,https://novelestate.com/images/estate/23888/6.jpeg,rent,Ново Лисиче,,2,3,Наместен,1,,"Се издава наместен стан во Скопје, Ново Лисиче со површина од 62 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 250 EUR",Yes,
A2775,64 m²,3,300 €,https://www.novelestate.com/estate_view.html?id=A2775,https://novelestate.com/images/estate/5416/ImageHandler (3).jpg,rent,Мичурин,,,4,Наместен,1,,"Се издава наместен стан во Скопје, Мичурин со површина од 64 m2.
 Екстра: Лифт, Централно Парно.
 Цена: 300 EUR",Yes,
A11027,72 m²,4,300 €,https://www.novelestate.com/estate_view.html?id=A11027,https://novelestate.com/images/estate/20191/20171110_213948_resized.jpg,rent,Водно,ул. Востаничка,3,високо приземје,Наместен,1,,"Се издава наместен стан во Скопје, Водно со површина од 72 m2.
 Екстра:.
 Цена: 300 EUR",,
A3424,72 m²,3,290 €,https://www.novelestate.com/estate_view.html?id=A3424,https://novelestate.com/images/estate/6349/5.jpg,rent,Острово,,,3,Наместен,1,,"Се издава наместен стан во Скопје, Острово со површина од 72 m2.
 Екстра: Лифт, Централно Парно.
 Цена: 290 EUR",Yes,
A13096,53 m²,2,250 €,https://www.novelestate.com/estate_view.html?id=A13096,https://novelestate.com/images/estate/23815/557bb60b-62aa-4306-be48-a04f9381ae66.jpg,rent,Аеродром,,1,3,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 53 m2.
 Екстра: Реновиран.
 Цена: 250 EUR",,
A5394,105 m²,4,350 €,https://www.novelestate.com/estate_view.html?id=A5394,https://novelestate.com/images/estate/9844/1.jpg,rent,Водно,,3,3,Празен,2,,"Се издава празен стан во Скопје, Водно со површина од 105 m2.
 Екстра: Сопствено парно.
 Цена: 350 EUR",,
A10795,55 m²,2,200 €,https://www.novelestate.com/estate_view.html?id=A10795,https://novelestate.com/images/estate/19805/Izdavam-stan-vo-Aerodrom-pozadi-Capitol-Mall (4).jpeg,rent,Аеродром,,1,4,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 55 m2.
 Екстра: Централно Парно, Лифт.
 Цена: 200 EUR",Yes,
A12462,156 m²,4,1500 €,https://www.novelestate.com/estate_view.html?id=A12462,https://novelestate.com/images/estate/22721/IMG-20190416-WA0003.jpg,rent,Водно,ул. Тодор Александров,3,2,Наместен,3,,"Се издава наместен стан во Скопје, Водно со површина од 156 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда, Гаража.
 Цена: 1500 EUR",,
A3614,55 m²,2,300 €,https://www.novelestate.com/estate_view.html?id=A3614,https://novelestate.com/images/estate/6706/1324120264630.jpg,rent,Дебар Маало,,1,3,Наместен,1,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 55 m2.
 Екстра: Лифт, Централно Парно.
 Цена: 300 EUR",Yes,
A13021,45 m²,2,300 €,https://www.novelestate.com/estate_view.html?id=A13021,https://novelestate.com/images/estate/23718/5.jpg,rent,Дебар Маало,,1,1,Празен,1,2019,"Се издава празен стан во Скопје, Дебар Маало со површина од 45 m2.
 Екстра: Лифт, Нова Зграда, Кујнски елементи, Греење на струја.
 Цена: 300 EUR",,
A4874,72 m²,3,250 €,https://www.novelestate.com/estate_view.html?id=A4874,https://novelestate.com/images/estate/8839/stan 6.JPG,rent,Карпош 4,,2,1/9,Наместен,1,,"Се издава наместен стан во Скопје, Карпош 4 со површина од 72 m2.
 Екстра: Лифт, Централно Парно.
 Цена: 250 EUR",Yes,
A12998,85 m²,3,Please contact,https://www.novelestate.com/estate_view.html?id=A12998,https://novelestate.com/images/estate/23684/SE-IZDAVA-STAN-VO-T-C-SKOPJANKA (3).jpeg,rent,Аеродром,,2,6,Наместен,2,,"Се издава наместен стан во Скопје, Аеродром со површина од 85 m2.
 Екстра: Студенти, Клима, Централно Парно, Лифт.
 Цена: 0 EUR",Yes,
A12174,60 m²,2,320 €,https://www.novelestate.com/estate_view.html?id=A12174,https://novelestate.com/images/estate/22232/3de12f4a-9184-4663-8b54-c4ae8aed5d8b.jpg,rent,Капиштец,ул.Народен Фронт,1,2,Празен,1,,"Се издава празен стан во Скопје, Капиштец со површина од 60 m2.
 Екстра: Централно Парно, Лифт.
 Цена: 320 EUR",Yes,
A5464,64 m²,3,230 €,https://www.novelestate.com/estate_view.html?id=A5464,https://novelestate.com/images/estate/9975/1.jpg,rent,Кисела Вода,,2,4,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 64 m2.
 Екстра: Лифт, Централно Парно.
 Цена: 230 EUR",Yes,
A11036,90 m²,3,1000 €,https://www.novelestate.com/estate_view.html?id=A11036,https://novelestate.com/images/estate/20219/LUKSUZEN-TROSOBEN-STAN-SO-SOPSTVEN-DVOR.jpeg,rent,Кисела Вода,ул.Киро Крстевски,2,приземје,Наместен,2,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 90 m2.
 Екстра: Сопствено парно, Нова Зграда, Гаража, Клима.
 Цена: 1000 EUR",,40м2
A5544,50 m²,2,230 €,https://www.novelestate.com/estate_view.html?id=A5544,https://novelestate.com/images/estate/10199/2.jpg,rent,Кисела Вода,,1,приземје,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 50 m2.
 Екстра: Лифт, Централно Парно.
 Цена: 230 EUR",Yes,
A6188,76 m²,3,260 €,https://www.novelestate.com/estate_view.html?id=A6188,https://novelestate.com/images/estate/11116/ImageHandler (6).jpg,rent,Аеродром,,2,8,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 76 m2.
 Екстра: Централно Парно, Лифт.
 Цена: 260 EUR",Yes,
A12974,85 m²,3,350 €,https://www.novelestate.com/estate_view.html?id=A12974,https://novelestate.com/images/estate/23632/3.jpg,rent,Центар,,2,10,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 85 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 350 EUR",Yes,
A12958,50 m²,2,200 €,https://www.novelestate.com/estate_view.html?id=A12958,https://novelestate.com/images/estate/23612/H.jpeg,rent,Аеродром,,1,5,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 50 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 200 EUR",Yes,
A12908,84 m²,3,350 €,https://www.novelestate.com/estate_view.html?id=A12908,https://novelestate.com/images/estate/23542/Modern-stylish-apartment.jpeg,rent,Црниче,,2,2,Наместен,1,,"Се издава наместен стан во Скопје, Црниче со површина од 84 m2.
 Екстра: Клима, Сопствено парно, Нова Зграда.
 Цена: 350 EUR",,
A10881,50 m²,3,220 €,https://www.novelestate.com/estate_view.html?id=A10881,https://novelestate.com/images/estate/19942/Stan-za-studenti-i-mladi-bracni-parovi (3).jpeg,rent,Кисела Вода,,2,2,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 50 m2.
 Екстра:.
 Цена: 220 EUR",,
A6333,49 m²,2,Please contact,https://www.novelestate.com/estate_view.html?id=A6333,https://novelestate.com/images/estate/11381/Se-izdava-.jpeg,rent,Ново Лисиче,,1,3,Наместен,1,,"Се издава наместен стан во Скопје, Ново Лисиче со површина од 49 m2.
 Екстра: Клима, Греење на струја, Лифт, Нова Зграда, Паркинг.
 Цена: 0 EUR",,
A5794,52 m²,2,250 €,https://www.novelestate.com/estate_view.html?id=A5794,https://novelestate.com/images/estate/10581/Se-iznajmuva-stan-posle-20-08-2017 (1).jpeg,rent,Острово,,1,8,Наместен,1,,"Се издава наместен стан во Скопје, Острово со површина од 52 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 250 EUR",Yes,
A2951,60 m²,3,250 €,https://www.novelestate.com/estate_view.html?id=A2951,https://novelestate.com/images/estate/5640/Se-izdava-stan-vo-Aerodrom-namesten-so-dve-spalni.jpeg,rent,Аеродром,,2,високо приземје,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 60 m2.
 Екстра: Лифт, Централно Парно.
 Цена: 250 EUR",Yes,
A12897,75 m²,3,350 €,https://www.novelestate.com/estate_view.html?id=A12897,https://novelestate.com/images/estate/23524/Namesten-stan-so-dve-spalni-vo-Centar-Debar-Maalo.jpeg,rent,Дебар Маало,,2,,Наместен,1,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 75 m2.
 Екстра: Клима.
 Цена: 350 EUR",,
A9635,64 m²,2,250 €,https://www.novelestate.com/estate_view.html?id=A9635,https://novelestate.com/images/estate/17636/Se-izdava-stan-kaj-Bugarska-ambasada-vo-CENTAR-.jpeg,rent,Центар,,1,високо приземје,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 64 m2.
 Екстра: Клима, Централно Парно, Лифт, Паркинг.
 Цена: 250 EUR",Yes,
A5746,33 m²,1,190 €,https://www.novelestate.com/estate_view.html?id=A5746,https://novelestate.com/images/estate/10517/Se-izdava-ednosoben-stan-vo-Karpos-3 (1).jpeg,rent,Карпош 2,,,4,Наместен,,,"Се издава наместен стан во Скопје, Карпош 2 со површина од 33 m2.
 Екстра:.
 Цена: 190 EUR",,
A9644,52 m²,2,240 €,https://www.novelestate.com/estate_view.html?id=A9644,https://novelestate.com/images/estate/17665/Stan-vo-blizina-na-Transporten-centar (2).jpeg,rent,Аеродром - Нова Железничка,,1,4,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром - Нова Железничка со површина од 52 m2.
 Екстра:.
 Цена: 240 EUR",,
A12871,50 m²,2,300 €,https://www.novelestate.com/estate_view.html?id=A12871,https://novelestate.com/images/estate/23484/9af30300-8b1a-47e6-ae15-00efab92d5dd.jpg,rent,Хром,,1,1,Наместен,1,,"Се издава наместен стан во Скопје, Хром со површина од 50 m2.
 Екстра: Клима, Греење на струја, Нова Зграда, Паркинг.
 Цена: 300 EUR",,
A10603,100 m²,4,800 €,https://www.novelestate.com/estate_view.html?id=A10603,https://novelestate.com/images/estate/19497/Stan-so-pogled-na-Skopje (2).jpeg,rent,Црниче,ул.Востаничка,3,3,Наместен,2,,"Се издава наместен стан во Скопје, Црниче со површина од 100 m2.
 Екстра: Клима, Сопствено парно, Лифт, Гаража.
 Цена: 800 EUR",,
